,Actual Outcome,prob_0,prob_1,predicted_TARGET
21578,0,0.9763796,0.023620412,0
21579,0,0.93616074,0.06383926,0
21580,1,0.8103267,0.18967332,0
21581,0,0.95707864,0.04292135,0
21582,0,0.9594746,0.040525366,0
21583,0,0.9859585,0.014041508,0
21584,0,0.85846144,0.14153856,0
21585,0,0.97653216,0.023467854,0
21586,0,0.9710919,0.02890805,0
21587,0,0.7750226,0.2249774,0
21588,0,0.8676563,0.1323437,0
21589,0,0.90743387,0.092566125,0
21590,0,0.9249776,0.07502239,0
21591,1,0.8181035,0.18189651,0
21592,0,0.9861563,0.013843701,0
21593,0,0.95025593,0.049744073,0
21594,0,0.83417124,0.16582876,0
21595,0,0.9405504,0.059449617,0
21596,0,0.96288675,0.037113234,0
21597,0,0.79091716,0.20908281,0
21598,0,0.88768566,0.11231437,0
21599,0,0.90854985,0.09145015,0
21600,1,0.85301894,0.14698108,0
21601,0,0.9115904,0.08840958,0
21602,0,0.9834456,0.016554443,0
21603,0,0.90126985,0.09873015,0
21604,0,0.93297476,0.06702527,0
21605,0,0.7695571,0.23044287,0
21606,0,0.94346076,0.05653923,0
21607,0,0.8807,0.11930004,0
21608,0,0.9277287,0.072271295,0
21609,0,0.99441266,0.005587368,0
21610,1,0.85249436,0.14750566,0
21611,0,0.9189723,0.0810277,0
21612,0,0.96242416,0.037575833,0
21613,0,0.8517468,0.1482532,0
21614,1,0.88823915,0.11176085,0
21615,0,0.96223414,0.037765857,0
21616,0,0.9753471,0.0246529,0
21617,0,0.882694,0.117306024,0
21618,0,0.9666098,0.033390217,0
21619,1,0.9373195,0.06268047,0
21620,0,0.83684695,0.16315307,0
21621,0,0.9771787,0.022821328,0
21622,0,0.99113375,0.0088662375,0
21623,0,0.90914714,0.09085285,0
21624,0,0.967639,0.03236097,0
21625,0,0.9449402,0.055059772,0
21626,0,0.89294946,0.10705056,0
21627,0,0.9222486,0.077751376,0
21628,0,0.95755774,0.04244226,0
21629,0,0.9718387,0.028161306,0
21630,0,0.93886423,0.06113574,0
21631,0,0.976854,0.023145981,0
21632,0,0.90952903,0.09047098,0
21633,0,0.8991774,0.10082265,0
21634,1,0.988167,0.011833026,0
21635,0,0.9581466,0.04185345,0
21636,0,0.89467657,0.10532345,0
21637,0,0.9857843,0.014215696,0
21638,0,0.935178,0.06482201,0
21639,0,0.89420736,0.10579265,0
21640,0,0.92706823,0.07293177,0
21641,0,0.91093004,0.08906994,0
21642,0,0.8561697,0.1438303,0
21643,0,0.96194094,0.038059052,0
21644,1,0.9244165,0.07558354,0
21645,0,0.9215708,0.07842922,0
21646,0,0.98834145,0.011658564,0
21647,0,0.94426614,0.055733886,0
21648,0,0.98861235,0.011387629,0
21649,0,0.94401944,0.055980567,0
21650,0,0.93604994,0.06395006,0
21651,0,0.8979157,0.102084294,0
21652,0,0.98782736,0.012172612,0
21653,0,0.94523627,0.054763757,0
21654,0,0.97639835,0.023601634,0
21655,0,0.94322425,0.05677575,0
21656,0,0.9682315,0.031768486,0
21657,0,0.94484943,0.05515055,0
21658,0,0.94101584,0.058984183,0
21659,0,0.9888807,0.011119291,0
21660,0,0.96513945,0.034860555,0
21661,0,0.9638934,0.036106605,0
21662,0,0.9466979,0.053302106,0
21663,0,0.883865,0.11613498,0
21664,0,0.85980755,0.14019246,0
21665,0,0.9766615,0.02333849,0
21666,1,0.88501084,0.11498917,0
21667,0,0.962636,0.03736401,0
21668,0,0.9177775,0.08222254,0
21669,0,0.96275157,0.037248448,0
21670,0,0.9095926,0.09040736,0
21671,0,0.94714546,0.052854516,0
21672,0,0.9239852,0.076014794,0
21673,0,0.9484888,0.051511217,0
21674,0,0.9149208,0.08507922,0
21675,0,0.9460278,0.053972185,0
21676,0,0.96292114,0.03707883,0
21677,0,0.6704298,0.32957014,0
21678,0,0.63362336,0.36637664,0
21679,0,0.95858276,0.04141721,0
21680,0,0.9759264,0.024073586,0
21681,1,0.8807633,0.119236685,0
21682,0,0.93077344,0.069226585,0
21683,0,0.834635,0.16536495,0
21684,0,0.8270847,0.17291528,0
21685,0,0.9782309,0.021769114,0
21686,0,0.94938546,0.050614543,0
21687,0,0.9327632,0.06723678,0
21688,0,0.89146453,0.10853549,0
21689,0,0.9574039,0.042596113,0
21690,0,0.9757829,0.024217136,0
21691,0,0.79078305,0.20921692,0
21692,1,0.95082366,0.04917631,0
21693,0,0.9262486,0.07375141,0
21694,1,0.962991,0.037009016,0
21695,0,0.98067915,0.019320866,0
21696,0,0.9756997,0.024300287,0
21697,0,0.92620206,0.07379797,0
21698,0,0.9169414,0.083058625,0
21699,0,0.87121296,0.12878701,0
21700,0,0.9134306,0.08656946,0
21701,0,0.9388337,0.061166294,0
21702,1,0.96692836,0.033071633,0
21703,0,0.9851571,0.0148429405,0
21704,0,0.9202201,0.07977991,0
21705,0,0.92351884,0.076481156,0
21706,0,0.94045466,0.05954535,0
21707,0,0.96564996,0.03435006,0
21708,0,0.92596996,0.074030064,0
21709,0,0.892936,0.10706403,0
21710,0,0.80074906,0.19925094,0
21711,0,0.9668373,0.033162683,0
21712,0,0.92337835,0.076621674,0
21713,0,0.98369455,0.016305452,0
21714,0,0.94847596,0.051524073,0
21715,0,0.9035925,0.096407466,0
21716,0,0.96342003,0.03657997,0
21717,0,0.9400385,0.059961487,0
21718,1,0.95538586,0.04461414,0
21719,0,0.93623793,0.06376205,0
21720,0,0.9782847,0.021715255,0
21721,0,0.9407005,0.059299506,0
21722,0,0.96862054,0.03137945,0
21723,0,0.9019918,0.09800821,0
21724,0,0.91502243,0.08497756,0
21725,0,0.9377545,0.062245477,0
21726,0,0.9856221,0.014377889,0
21727,0,0.9380481,0.06195187,0
21728,0,0.93573123,0.06426879,0
21729,0,0.9384677,0.061532345,0
21730,0,0.7282002,0.27179977,0
21731,0,0.93318826,0.06681175,0
21732,0,0.9523488,0.047651183,0
21733,0,0.92084026,0.07915972,0
21734,0,0.8448741,0.1551259,0
21735,0,0.99668723,0.0033127405,0
21736,0,0.8924674,0.10753263,0
21737,0,0.92387426,0.07612577,0
21738,0,0.8301192,0.16988082,0
21739,1,0.9816917,0.018308312,0
21740,0,0.88155603,0.11844397,0
21741,0,0.917116,0.08288402,0
21742,0,0.87357855,0.12642148,0
21743,0,0.9512475,0.04875251,0
21744,0,0.96401906,0.035980966,0
21745,0,0.9600834,0.039916586,0
21746,0,0.8656868,0.1343132,0
21747,0,0.96283686,0.03716312,0
21748,0,0.9809208,0.019079192,0
21749,0,0.85150266,0.14849731,0
21750,0,0.797248,0.202752,0
21751,0,0.95702666,0.042973362,0
21752,0,0.9251399,0.074860066,0
21753,0,0.98566175,0.014338257,0
21754,0,0.94308305,0.05691694,0
21755,0,0.94030464,0.059695374,0
21756,0,0.94830024,0.051699758,0
21757,0,0.7750766,0.22492334,0
21758,0,0.97644883,0.023551147,0
21759,0,0.96627253,0.03372745,0
21760,0,0.95589364,0.04410638,0
21761,0,0.9816171,0.018382892,0
21762,0,0.85543364,0.14456637,0
21763,0,0.9404217,0.059578296,0
21764,0,0.8839651,0.11603492,0
21765,0,0.949168,0.050831996,0
21766,0,0.9655982,0.0344018,0
21767,0,0.9421033,0.05789665,0
21768,0,0.8875395,0.11246048,0
21769,0,0.92340404,0.07659595,0
21770,0,0.9958962,0.004103798,0
21771,0,0.9626786,0.03732137,0
21772,0,0.88109,0.11891001,0
21773,0,0.8766001,0.12339992,0
21774,0,0.9401545,0.0598455,0
21775,0,0.8304133,0.16958672,0
21776,0,0.98618317,0.013816822,0
21777,0,0.97214925,0.02785076,0
21778,0,0.98505944,0.014940544,0
21779,0,0.981433,0.018567016,0
21780,1,0.77488357,0.22511643,0
21781,0,0.9388244,0.06117559,0
21782,0,0.9509494,0.04905061,0
21783,0,0.9656843,0.034315683,0
21784,0,0.9479319,0.05206813,0
21785,0,0.9693726,0.030627448,0
21786,0,0.9008331,0.09916695,0
21787,0,0.9638835,0.036116455,0
21788,0,0.9567249,0.043275144,0
21789,0,0.96349275,0.036507275,0
21790,0,0.8590131,0.14098692,0
21791,0,0.8960169,0.103983104,0
21792,0,0.91478795,0.08521203,0
21793,0,0.908004,0.09199603,0
21794,0,0.9808936,0.019106388,0
21795,0,0.9377403,0.0622597,0
21796,0,0.75941765,0.24058238,0
21797,0,0.9041525,0.09584749,0
21798,0,0.92693955,0.07306043,0
21799,0,0.95341593,0.04658409,0
21800,0,0.966639,0.033361033,0
21801,0,0.8999438,0.10005615,0
21802,0,0.979665,0.020335013,0
21803,0,0.8757262,0.12427376,0
21804,0,0.9122621,0.08773793,0
21805,0,0.90917164,0.09082834,0
21806,0,0.86219686,0.13780312,0
21807,0,0.98590773,0.014092291,0
21808,0,0.97830665,0.021693349,0
21809,1,0.89996237,0.10003762,0
21810,0,0.9381691,0.061830886,0
21811,0,0.9501614,0.049838606,0
21812,0,0.91488653,0.08511347,0
21813,0,0.97299725,0.027002761,0
21814,0,0.8371154,0.16288458,0
21815,0,0.96494764,0.035052344,0
21816,0,0.96461314,0.03538686,0
21817,0,0.7896352,0.2103648,0
21818,0,0.9006491,0.09935094,0
21819,0,0.8452076,0.15479241,0
21820,0,0.94005257,0.05994745,0
21821,1,0.7825263,0.2174737,0
21822,0,0.9638301,0.036169887,0
21823,0,0.90168,0.09832,0
21824,0,0.97190875,0.02809128,0
21825,0,0.8581685,0.14183153,0
21826,0,0.9071001,0.09289993,0
21827,1,0.96792656,0.032073464,0
21828,0,0.9185011,0.08149894,0
21829,0,0.8938141,0.10618594,0
21830,0,0.9602184,0.03978159,0
21831,0,0.8556816,0.14431839,0
21832,0,0.9508616,0.04913843,0
21833,0,0.9667743,0.033225726,0
21834,0,0.785684,0.21431601,0
21835,0,0.96504647,0.03495351,0
21836,0,0.9315957,0.068404324,0
21837,0,0.9077971,0.09220291,0
21838,0,0.9109673,0.089032695,0
21839,0,0.9584833,0.041516706,0
21840,0,0.97597253,0.024027446,0
21841,0,0.9315143,0.06848567,0
21842,0,0.9912516,0.008748415,0
21843,0,0.7544321,0.24556792,0
21844,0,0.98032653,0.019673454,0
21845,0,0.9657446,0.034255374,0
21846,0,0.802299,0.19770099,0
21847,0,0.9044269,0.09557312,0
21848,0,0.99280155,0.0071984753,0
21849,0,0.9863388,0.0136612095,0
21850,0,0.8971493,0.102850705,0
21851,0,0.95554036,0.044459634,0
21852,0,0.85350806,0.14649196,0
21853,0,0.8072532,0.19274682,0
21854,1,0.85879385,0.14120612,0
21855,0,0.8692337,0.13076629,0
21856,0,0.9171412,0.08285878,0
21857,0,0.84174865,0.15825136,0
21858,0,0.8690624,0.1309376,0
21859,0,0.95202523,0.04797476,0
21860,1,0.9456532,0.054346792,0
21861,0,0.96631694,0.033683054,0
21862,0,0.9427989,0.05720108,0
21863,0,0.91906846,0.080931515,0
21864,0,0.74619675,0.25380328,0
21865,0,0.9849413,0.015058681,0
21866,0,0.95366806,0.046331946,0
21867,0,0.7566516,0.24334843,0
21868,1,0.9878002,0.012199798,0
21869,0,0.9600315,0.03996848,0
21870,0,0.96836036,0.031639617,0
21871,0,0.8376698,0.1623302,0
21872,0,0.9723287,0.027671302,0
21873,0,0.98657924,0.013420739,0
21874,0,0.9709263,0.029073732,0
21875,0,0.99231434,0.0076856436,0
21876,0,0.89263016,0.10736982,0
21877,0,0.9474229,0.05257707,0
21878,0,0.91445273,0.08554725,0
21879,0,0.66040814,0.3395919,0
21880,0,0.95614666,0.043853324,0
21881,0,0.9375277,0.06247231,0
21882,0,0.8995408,0.10045924,0
21883,0,0.91435313,0.08564686,0
21884,0,0.8175492,0.18245076,0
21885,1,0.804009,0.19599096,0
21886,0,0.95278186,0.047218125,0
21887,0,0.9123019,0.08769812,0
21888,0,0.87262833,0.12737168,0
21889,0,0.9198158,0.080184214,0
21890,0,0.9043864,0.095613584,0
21891,0,0.9213095,0.07869051,0
21892,0,0.97566783,0.024332188,0
21893,1,0.9373846,0.062615365,0
21894,0,0.7349212,0.26507875,0
21895,0,0.96068186,0.03931812,0
21896,0,0.93256295,0.06743703,0
21897,0,0.9244915,0.07550848,0
21898,0,0.9329361,0.06706393,0
21899,1,0.89710814,0.10289187,0
21900,0,0.9832183,0.016781682,0
21901,0,0.9643094,0.035690628,0
21902,0,0.92649436,0.07350565,0
21903,0,0.9816268,0.018373203,0
21904,0,0.9398496,0.06015039,0
21905,1,0.77207845,0.22792155,0
21906,0,0.93105745,0.06894254,0
21907,0,0.88202184,0.11797816,0
21908,0,0.8942145,0.10578552,0
21909,0,0.9575113,0.042488668,0
21910,0,0.96269685,0.037303172,0
21911,0,0.96244645,0.03755354,0
21912,0,0.6991557,0.3008443,0
21913,0,0.91849,0.08151003,0
21914,0,0.9742979,0.025702123,0
21915,0,0.8897712,0.11022876,0
21916,0,0.95223397,0.04776602,0
21917,0,0.9385657,0.06143435,0
21918,1,0.97023296,0.02976702,0
21919,0,0.82227093,0.17772907,0
21920,0,0.9438262,0.056173805,0
21921,0,0.9801543,0.019845754,0
21922,0,0.98277676,0.017223218,0
21923,0,0.9361862,0.0638138,0
21924,0,0.98478186,0.015218121,0
21925,0,0.99555343,0.0044465493,0
21926,0,0.96098435,0.03901565,0
21927,0,0.93414676,0.06585327,0
21928,0,0.53308266,0.46691734,0
21929,0,0.9172516,0.082748435,0
21930,0,0.96848387,0.031516127,0
21931,0,0.88846755,0.11153246,0
21932,0,0.98161346,0.018386519,0
21933,0,0.91259044,0.08740957,0
21934,0,0.96487033,0.03512969,0
21935,0,0.8351624,0.16483757,0
21936,0,0.9040369,0.095963135,0
21937,0,0.8093564,0.1906436,0
21938,0,0.94048434,0.059515677,0
21939,0,0.9488543,0.051145643,0
21940,0,0.96388626,0.036113743,0
21941,0,0.9327586,0.067241356,0
21942,0,0.9504094,0.049590588,0
21943,0,0.9481917,0.0518083,0
21944,1,0.99030954,0.009690467,0
21945,0,0.9883532,0.011646795,0
21946,0,0.8870907,0.11290931,0
21947,0,0.85510546,0.14489454,0
21948,0,0.9532845,0.046715498,0
21949,0,0.8761323,0.1238677,0
21950,1,0.9130577,0.086942285,0
21951,1,0.69052255,0.30947742,0
21952,0,0.9873576,0.012642407,0
21953,0,0.93046856,0.06953144,0
21954,0,0.9582446,0.04175539,0
21955,0,0.9564899,0.04351009,0
21956,0,0.92813766,0.07186233,0
21957,0,0.89795136,0.10204861,0
21958,0,0.95108914,0.048910845,0
21959,0,0.9494584,0.050541554,0
21960,0,0.94840676,0.051593248,0
21961,0,0.9513621,0.0486379,0
21962,0,0.8704442,0.12955582,0
21963,0,0.93057,0.06942998,0
21964,0,0.9408774,0.05912264,0
21965,0,0.98295397,0.01704606,0
21966,0,0.86930174,0.13069828,0
21967,0,0.93361264,0.06638738,0
21968,0,0.9693631,0.03063689,0
21969,0,0.9125502,0.08744978,0
21970,0,0.9536606,0.046339415,0
21971,0,0.9542452,0.0457548,0
21972,0,0.9317505,0.06824953,0
21973,0,0.94322526,0.056774717,0
21974,0,0.9590137,0.04098627,0
21975,0,0.8127828,0.18721719,0
21976,0,0.8132646,0.18673542,0
21977,1,0.7557206,0.24427938,0
21978,1,0.76691103,0.23308894,0
21979,0,0.94574237,0.054257616,0
21980,0,0.9518635,0.048136465,0
21981,0,0.91219926,0.08780075,0
21982,0,0.97739744,0.022602549,0
21983,0,0.9673703,0.0326297,0
21984,0,0.9703985,0.029601522,0
21985,0,0.93751997,0.062480055,0
21986,0,0.9706677,0.029332304,0
21987,0,0.91318923,0.08681075,0
21988,0,0.97623044,0.023769548,0
21989,0,0.889119,0.110880956,0
21990,0,0.71672314,0.28327686,0
21991,0,0.91262,0.087379985,0
21992,0,0.5303323,0.4696677,0
21993,0,0.96910083,0.030899165,0
21994,0,0.95122504,0.048774946,0
21995,0,0.95911264,0.04088736,0
21996,0,0.95429,0.04571001,0
21997,0,0.9737765,0.026223453,0
21998,0,0.9606396,0.039360404,0
21999,0,0.9935578,0.006442173,0
22000,0,0.97055334,0.029446643,0
22001,0,0.9703311,0.02966893,0
22002,0,0.9758345,0.024165504,0
22003,0,0.97872585,0.021274168,0
22004,0,0.84821844,0.15178153,0
22005,1,0.94765526,0.05234476,0
22006,0,0.9577546,0.042245373,0
22007,0,0.94546896,0.054531038,0
22008,0,0.9205334,0.0794666,0
22009,1,0.88722986,0.11277012,0
22010,0,0.94487107,0.05512896,0
22011,0,0.9428496,0.057150405,0
22012,0,0.8559343,0.14406568,0
22013,0,0.8073465,0.19265348,0
22014,0,0.7692413,0.23075874,0
22015,0,0.8906834,0.10931659,0
22016,0,0.84294516,0.15705486,0
22017,1,0.91410416,0.08589585,0
22018,0,0.9311692,0.06883078,0
22019,0,0.9807034,0.019296614,0
22020,0,0.91336036,0.08663961,0
22021,0,0.9631702,0.03682982,0
22022,0,0.90231854,0.097681455,0
22023,0,0.8843715,0.11562851,0
22024,0,0.97648466,0.023515347,0
22025,0,0.9654482,0.034551796,0
22026,1,0.84661585,0.15338413,0
22027,0,0.80781066,0.19218935,0
22028,0,0.89247406,0.107525945,0
22029,0,0.9722484,0.027751638,0
22030,0,0.980144,0.019855995,0
22031,0,0.91965467,0.08034535,0
22032,0,0.9608193,0.03918067,0
22033,1,0.8907542,0.10924576,0
22034,0,0.94193316,0.05806684,0
22035,1,0.7588876,0.2411124,0
22036,0,0.7243124,0.27568758,0
22037,0,0.9656387,0.034361325,0
22038,0,0.9698393,0.030160723,0
22039,0,0.9470791,0.05292086,0
22040,0,0.98585063,0.014149359,0
22041,0,0.93967617,0.060323853,0
22042,0,0.96729165,0.032708358,0
22043,0,0.885393,0.11460695,0
22044,0,0.9779655,0.022034504,0
22045,0,0.9930145,0.0069854637,0
22046,0,0.95609564,0.043904368,0
22047,0,0.84156775,0.15843222,0
22048,0,0.8816657,0.118334316,0
22049,1,0.85780424,0.14219575,0
22050,0,0.90480924,0.09519073,0
22051,0,0.9205631,0.079436906,0
22052,0,0.92365706,0.07634295,0
22053,0,0.96047467,0.039525345,0
22054,0,0.9303291,0.069670916,0
22055,0,0.89175415,0.10824588,0
22056,0,0.9896989,0.010301113,0
22057,0,0.96405184,0.035948157,0
22058,0,0.9290316,0.07096839,0
22059,0,0.9175369,0.08246307,0
22060,0,0.79659545,0.20340452,0
22061,0,0.936704,0.063296035,0
22062,1,0.9304794,0.06952057,0
22063,0,0.9416625,0.058337495,0
22064,0,0.95942736,0.040572625,0
22065,0,0.8976686,0.10233142,0
22066,1,0.79238415,0.20761584,0
22067,0,0.9771207,0.022879327,0
22068,0,0.9554522,0.044547826,0
22069,0,0.8376883,0.1623117,0
22070,0,0.99316174,0.006838263,0
22071,0,0.92593443,0.074065596,0
22072,1,0.95004344,0.049956545,0
22073,0,0.9045763,0.09542371,0
22074,0,0.67876863,0.32123134,0
22075,0,0.9149098,0.085090205,0
22076,0,0.9424798,0.057520207,0
22077,0,0.9852637,0.014736283,0
22078,0,0.9216202,0.0783798,0
22079,0,0.9637626,0.036237445,0
22080,0,0.9591251,0.040874906,0
22081,1,0.89660794,0.10339209,0
22082,0,0.9900398,0.009960164,0
22083,1,0.7798153,0.22018471,0
22084,0,0.9566832,0.043316767,0
22085,0,0.91371506,0.08628492,0
22086,0,0.8975342,0.1024658,0
22087,0,0.9461333,0.053866703,0
22088,0,0.97739387,0.022606147,0
22089,0,0.96694475,0.03305527,0
22090,0,0.7560616,0.24393839,0
22091,0,0.9772329,0.0227671,0
22092,0,0.9571219,0.0428781,0
22093,0,0.9664703,0.0335297,0
22094,0,0.88722193,0.11277808,0
22095,0,0.949495,0.050504956,0
22096,0,0.9169636,0.083036415,0
22097,0,0.9273999,0.07260011,0
22098,0,0.9010139,0.09898607,0
22099,0,0.9931377,0.0068623084,0
22100,0,0.98490906,0.015090931,0
22101,0,0.97989374,0.020106265,0
22102,0,0.9126917,0.08730832,0
22103,0,0.55015475,0.44984525,0
22104,0,0.89341563,0.10658436,0
22105,0,0.9707992,0.02920079,0
22106,0,0.96760774,0.03239229,0
22107,0,0.9746134,0.025386587,0
22108,0,0.87843066,0.12156932,0
22109,0,0.9785071,0.021492876,0
22110,0,0.9433067,0.056693316,0
22111,0,0.97505575,0.024944237,0
22112,0,0.97532207,0.024677958,0
22113,0,0.97297096,0.027029064,0
22114,0,0.9370716,0.06292836,0
22115,0,0.7819038,0.2180962,0
22116,0,0.907702,0.092297964,0
22117,0,0.96496826,0.035031762,0
22118,1,0.92232686,0.077673145,0
22119,0,0.911423,0.088576965,0
22120,0,0.83874077,0.16125922,0
22121,0,0.9898172,0.0101828175,0
22122,0,0.8561543,0.14384569,0
22123,0,0.98648286,0.013517148,0
22124,0,0.80211675,0.19788326,0
22125,1,0.89816916,0.10183087,0
22126,0,0.9509011,0.04909892,0
22127,0,0.9314642,0.06853579,0
22128,0,0.95688564,0.04311438,0
22129,0,0.9138515,0.08614853,0
22130,0,0.9553711,0.044628926,0
22131,0,0.94058025,0.059419762,0
22132,0,0.9477024,0.05229762,0
22133,0,0.902133,0.09786704,0
22134,0,0.88933957,0.110660434,0
22135,0,0.91789156,0.08210844,0
22136,0,0.97339696,0.026603052,0
22137,0,0.9217829,0.07821707,0
22138,0,0.8324512,0.16754878,0
22139,0,0.9321884,0.06781162,0
22140,0,0.9072027,0.092797264,0
22141,0,0.91159254,0.088407464,0
22142,0,0.97713315,0.02286682,0
22143,0,0.94483405,0.055165935,0
22144,0,0.95267624,0.047323786,0
22145,1,0.88516694,0.11483306,0
22146,0,0.8903663,0.109633684,0
22147,0,0.94925666,0.05074332,0
22148,0,0.94465244,0.055347588,0
22149,0,0.9349296,0.06507039,0
22150,0,0.79270494,0.20729508,0
22151,1,0.91458225,0.08541773,0
22152,0,0.96240747,0.037592538,0
22153,0,0.8700094,0.12999056,0
22154,0,0.93649805,0.063501984,0
22155,0,0.9351821,0.064817905,0
22156,0,0.9526724,0.047327578,0
22157,0,0.7749539,0.22504611,0
22158,0,0.9712153,0.02878472,0
22159,0,0.9658606,0.0341394,0
22160,1,0.96438074,0.03561925,0
22161,0,0.96864974,0.03135028,0
22162,0,0.97774124,0.022258783,0
22163,0,0.9687607,0.031239297,0
22164,1,0.718058,0.281942,0
22165,0,0.83767796,0.16232203,0
22166,0,0.8960169,0.10398312,0
22167,0,0.72359526,0.27640477,0
22168,0,0.9209242,0.07907581,0
22169,0,0.96523666,0.034763366,0
22170,0,0.9563301,0.043669887,0
22171,0,0.92572933,0.07427069,0
22172,0,0.9738794,0.02612062,0
22173,0,0.91831744,0.08168255,0
22174,0,0.7960392,0.2039608,0
22175,0,0.87848026,0.12151976,0
22176,0,0.8824634,0.11753661,0
22177,0,0.92989117,0.07010881,0
22178,0,0.91581583,0.08418416,0
22179,0,0.9083584,0.09164162,0
22180,0,0.91036683,0.08963319,0
22181,0,0.9388606,0.06113942,0
22182,0,0.9671441,0.032855935,0
22183,0,0.89107275,0.10892723,0
22184,0,0.78078854,0.21921149,0
22185,0,0.94903517,0.050964843,0
22186,0,0.903368,0.09663199,0
22187,0,0.70827675,0.29172328,0
22188,0,0.9374516,0.06254839,0
22189,0,0.9479133,0.052086726,0
22190,0,0.91418993,0.08581007,0
22191,0,0.93052286,0.06947715,0
22192,0,0.88798517,0.11201483,0
22193,0,0.88072425,0.119275734,0
22194,0,0.97259974,0.027400255,0
22195,0,0.9754481,0.024551908,0
22196,0,0.9074339,0.09256608,0
22197,1,0.8371887,0.1628113,0
22198,0,0.91447145,0.085528575,0
22199,0,0.802783,0.197217,0
22200,0,0.9897988,0.010201213,0
22201,0,0.9527234,0.047276616,0
22202,0,0.8444367,0.1555633,0
22203,0,0.9910117,0.008988308,0
22204,0,0.90485334,0.095146656,0
22205,0,0.9526434,0.04735661,0
22206,0,0.95190275,0.04809726,0
22207,0,0.910659,0.08934101,0
22208,0,0.8975178,0.10248221,0
22209,0,0.9097279,0.09027214,0
22210,0,0.9723178,0.027682172,0
22211,0,0.9723897,0.027610332,0
22212,0,0.8380496,0.16195041,0
22213,0,0.8986093,0.101390705,0
22214,1,0.92732173,0.07267825,0
22215,0,0.8864985,0.11350151,0
22216,0,0.7916398,0.2083602,0
22217,0,0.9431255,0.056874517,0
22218,0,0.99051887,0.009481158,0
22219,0,0.9359078,0.0640922,0
22220,0,0.91711545,0.08288453,0
22221,0,0.8295897,0.17041025,0
22222,1,0.8714285,0.12857148,0
22223,0,0.98949736,0.01050265,0
22224,0,0.96276706,0.037232924,0
22225,0,0.8533695,0.14663054,0
22226,0,0.9394544,0.060545646,0
22227,0,0.9700673,0.029932696,0
22228,0,0.81776065,0.18223935,0
22229,0,0.9731266,0.026873402,0
22230,0,0.83100384,0.16899617,0
22231,0,0.9484077,0.051592287,0
22232,0,0.9524955,0.04750451,0
22233,0,0.9792173,0.020782689,0
22234,0,0.8585578,0.1414422,0
22235,0,0.970919,0.029080972,0
22236,1,0.8978955,0.10210446,0
22237,0,0.96144646,0.038553555,0
22238,0,0.95801914,0.041980885,0
22239,0,0.9787655,0.021234505,0
22240,1,0.9199461,0.0800539,0
22241,0,0.85672617,0.14327386,0
22242,0,0.9565528,0.043447204,0
22243,0,0.9200436,0.07995642,0
22244,0,0.9015743,0.09842569,0
22245,0,0.90954626,0.090453714,0
22246,0,0.9063473,0.09365274,0
22247,0,0.9891658,0.010834223,0
22248,0,0.92835456,0.071645446,0
22249,0,0.9907859,0.009214105,0
22250,0,0.9505615,0.04943848,0
22251,0,0.90218145,0.097818576,0
22252,0,0.92984885,0.07015117,0
22253,1,0.73858255,0.26141745,0
22254,0,0.94333404,0.05666597,0
22255,0,0.96639776,0.03360225,0
22256,0,0.96930146,0.030698553,0
22257,0,0.88157547,0.11842453,0
22258,0,0.93369645,0.06630355,0
22259,0,0.9579593,0.042040728,0
22260,1,0.9592574,0.040742572,0
22261,0,0.94915617,0.05084382,0
22262,0,0.7871218,0.21287823,0
22263,0,0.9893679,0.010632082,0
22264,0,0.9879697,0.012030294,0
22265,0,0.90645516,0.09354483,0
22266,1,0.8999802,0.100019805,0
22267,0,0.8920557,0.107944325,0
22268,1,0.9079328,0.09206719,0
22269,0,0.9991688,0.00083119463,0
22270,0,0.91807634,0.08192364,0
22271,0,0.8149593,0.18504073,0
22272,0,0.9285181,0.0714819,0
22273,0,0.97989297,0.02010705,0
22274,0,0.97309935,0.02690062,0
22275,0,0.9312009,0.06879909,0
22276,0,0.9009326,0.09906737,0
22277,0,0.95837134,0.041628666,0
22278,0,0.7882848,0.21171519,0
22279,0,0.9678812,0.032118794,0
22280,0,0.98382574,0.016174264,0
22281,0,0.8982501,0.10174988,0
22282,0,0.93926305,0.060736954,0
22283,0,0.9866677,0.013332321,0
22284,0,0.9679365,0.032063458,0
22285,0,0.74776113,0.25223887,0
22286,0,0.9126339,0.08736609,0
22287,0,0.9354607,0.064539336,0
22288,0,0.9174492,0.082550816,0
22289,0,0.9572293,0.042770706,0
22290,0,0.88206893,0.11793108,0
22291,0,0.8819878,0.118012205,0
22292,0,0.9302456,0.06975443,0
22293,0,0.86770695,0.13229303,0
22294,0,0.8482406,0.15175936,0
22295,1,0.86431456,0.13568543,0
22296,0,0.9442116,0.055788416,0
22297,1,0.9593496,0.0406504,0
22298,0,0.9338908,0.066109166,0
22299,0,0.8039193,0.19608067,0
22300,1,0.9326714,0.06732857,0
22301,0,0.9634462,0.036553822,0
22302,0,0.9577988,0.042201232,0
22303,1,0.83737385,0.16262612,0
22304,0,0.947663,0.05233697,0
22305,0,0.92563856,0.074361436,0
22306,0,0.9420114,0.05798861,0
22307,0,0.8929914,0.10700859,0
22308,0,0.96933013,0.030669874,0
22309,0,0.95243764,0.04756233,0
22310,1,0.8974449,0.102555074,0
22311,0,0.8258427,0.1741573,0
22312,0,0.9407837,0.059216302,0
22313,0,0.9044874,0.095512636,0
22314,0,0.9232762,0.0767238,0
